claim_id,claim,classification,label
466,Amber Alert Issued For License Plate Q72B381,"<question>
What is an amber alert?
<answer>
An amber alert is a public warning system used to disseminate information about a missing person, typically a child, to the public, media, and law enforcement agencies. It is named after the color amber, which is used on a child's jacket or backpack to indicate the child is missing. Amber Alerts are issued when a child is believed to be in imminent danger of serious physical harm or death.

<question>
What is the Amber Alert?
<answer>
The Amber Alert is a public warning system used in the United States and Canada to disseminate critical information to the public regarding an emergency situation where a child is missing or has been abducted. The system was launched in",Refuted
467,"Suresh Raina, the Chennai Super Kings (CSK) cricketer, has withdrawn from the upcoming 2020 edition of the IPL after testing positive for COVID-19.",Refuted,Refuted
468,"Even with a voter ID card, you won’t be allowed to vote in Ghana on December 7 if your name is not found in the Register. So, people should take advantage of the exhibition exercise to verify their names.",Supported,Supported
469,"A crowdfunding campaign on the Christian site GiveSendGo solicited donations to help Kyle Rittenhouse, a 17-year-old accused of killing two people at a protest in Kenosha, Wisconsin.",Refuted,Supported
470,Islamic study is a subject in UPSC exam,Supported,Refuted
471,The Trump RNC Acceptance Speech Was The First Time The White House Was Used For 'Purely Political Campaign Event',Refuted,Refuted
472,"Donald trump said ""We have already built 300 miles of border wall.""",Refuted,Refuted
473,"Donald Trump says Biden ""is even talking about taking the wall down.""",Refuted,Refuted
474,"George Floyd died of drug overdose, not US police brutality",Supported,Refuted
475,"Donald Trump said: Biden ""has pledged a $4 trillion tax hike on almost all American families.""",Refuted,Refuted
476,"Biden has promised to abolish the production of American oil, coal, shale, and natural gas.",Refuted,Refuted
477,"Joe Biden had not condemned the violence and looting during protests in Kenosha, Wisconsin by 27th August 2020",Supported,Refuted
478,Duterte has signed order to open nuclear power plant.,Refuted,Refuted
479,"Donald Trump said ""When the anarchists started ripping down our statues and monuments, right outside, I signed an order immediately, 10 years in prison.""",Refuted,Conflicting Evidence/Cherrypicking
480,"Donald Trump said: ""Biden also vowed to oppose school choice and close down charter schools, ripping away the ladder of opportunity for Black and Hispanic children.""",Refuted,Conflicting Evidence/Cherrypicking
481,"Donald Trump said: ""When asked if he supports cutting police funding, Joe Biden replied, ‘Yes, absolutely.’""",Refuted,Refuted
482,"Donald trump said: ""Joe Biden recently raised his hand on the debate stage and promised he was going to give it away, your health care dollars to illegal immigrants, which is going to bring massive number of immigrants into our country.""",Refuted,Conflicting Evidence/Cherrypicking
483,"Donald Trump said ""We have spent nearly $2.5 trillion on completely rebuilding our military, which was very badly depleted when I took office.""","<question>
What is the cost of rebuilding the US military?
<answer>
...trump exaggerates spending on us military rebuild the 25 trillion number comes from the total defense budgets for the last four fiscal years the trump administration has made some strides but the military is far from completely rebuilt most weapons and infrastructure are the same as they were before
<question>
How much money has Donald Trump spent on rebuilding the US military?
<answer>
President Trump signed a $700 billion defense budget for fiscal 2020, which is the largest defense budget in U.S. history. The budget includes $721 billion in military spending and $180 billion in veterans’ benefits.
<question>
How much has the US military spent since Donald",Not Enough Evidence
484,The Edo State government of Nigeria receives 600 million naira monthly as a security vote.,Supported,Refuted
485,"Donald Trump said ""Last month, I took on Big Pharma. You think that is easy? I signed orders that would massively lower the cost of your prescription drugs.""",Supported,Supported
486,President Trump marshalled the full resources of our federal government to deal with the coronavirus from the outset. He directed the US to forge a seamless partnership with governors across America in both political parties.,Refuted,Refuted
487,"Kyle Rittenhouse, shooter in the Kenosha shootings, was a white supremacist.",Refuted,Refuted
488,Mobs torched our cities while popular members of Congress promote the same socialism my father fought against in World War II.,Supported,Refuted
489,Kenosha police allowed Kyle Rittenhouse to walk away after he killed two protesters and injured a third with an AR-15-style rifle.,Supported,Supported
490,EU Trade Commissioner resigned after being accused of violating COVID-19 health rules in Ireland,Refuted,Supported
491,Joe Biden wants to end school choice.,Refuted,Refuted
492,"Where President Donald Trump achieved energy independence for the United States, Joe Biden would abolish fossil fuels and end fracking.",Refuted,Refuted
493,"Before the first case of the coronavirus spread within the United States, the president Donald Trump took unprecedented action and suspended all travel from China.",Refuted,Refuted
494,The Obama-Biden administration secretly launched a surveillance operation on the Trump campaign.,Refuted,Refuted
495,"This Democratic Party of Joe Biden is pushing the so-called Green New Deal. If given power, they would essentially ban animal agriculture and eliminate gas-powered cars.",Supported,Refuted
496,"Joe Biden is for open borders, sanctuary cities, free lawyers and health care for illegal immigrants.",Refuted,Conflicting Evidence/Cherrypicking
497,Nancy Pelosi says that China would prefer Joe Biden.,Refuted,Supported
498,"As we speak the US are developing a growing number of treatments, including convalescent plasma, that are saving lives all across the country.",Refuted,Not Enough Evidence
